Bin_ID	Query_ID	Hit_ID	Hit_Description	Subject_Length	Score	Bits	E-value	Identities	Positives	Gaps	Query_Start_Position	Query_End_Position	Subject_Start_Position	Subject_End_Position
binning_output.114	k141_2011874_3 # 2221 # 2505 # 1 # ID=848_3	gnl|BL_ORD_ID|271	VFG037813(gb|WP_015451520) (lpxB) lipid-A-disaccharide synthase [LPS (VF0466) - Immune modulation (VFC0258)] [Acinetobacter baumannii D1279779]	391	440.0	174.096	1.16246e-54	86%	93%	0%	1	95	1	95
binning_output.114	k141_964050_1 # 3 # 1310 # -1 # ID=850_1	gnl|BL_ORD_ID|600	VFG050463(gb|WP_001274986.1) (pilB) type IV-A pilus assembly ATPase PilB [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii D1279779]	570	1784.0	691.804	0.0	78%	88%	0%	1	436	1	437
binning_output.114	k141_1139651_1 # 3 # 1001 # -1 # ID=869_1	gnl|BL_ORD_ID|485	VFG038139(gb|WP_001062905) (galE) UDP-glucose 4-epimerase GalE [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii SDF]	338	1355.0	526.554	0.0	74%	86%	0%	1	333	1	333
binning_output.114	k141_793659_1 # 1 # 909 # -1 # ID=886_1	gnl|BL_ORD_ID|365	VFG037956(gb|WP_029746836) (ABBFA_RS17140) glycosyltransferase family 4 protein [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii AB307-0294]	380	1070.0	416.772	1.72702e-146	69%	84%	0%	1	303	1	304
binning_output.114	k141_4987416_3 # 878 # 1543 # 1 # ID=914_3	gnl|BL_ORD_ID|435	VFG038050(gb|WP_000935239) (BJAB07104_RS00525) DegT/DnrJ/EryC1/StrS aminotransferase family protein [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii BJAB07104]	391	1070.0	416.772	1.01924e-147	88%	94%	0%	1	222	1	222
binning_output.114	k141_5869527_4 # 2893 # 2955 # 1 # ID=973_4	gnl|BL_ORD_ID|5674	VFG043313(gb|WP_003435969) (CD630_RS01860) FliA/WhiG family RNA polymerase sigma factor [Peritrichous flagella (VF0732) - Motility (VFC0204)] [Clostridium difficile 630]	233	44.0	21.557	9.77746	43%	76%	0%	1	21	172	192
binning_output.114	k141_5871606_3 # 726 # 1199 # 1 # ID=991_3	gnl|BL_ORD_ID|561	VFG050355(gb|WP_000695059.1) (pilP) pilus assembly protein PilP [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii AB0057]	175	623.0	244.588	4.8906e-84	75%	84%	0%	1	158	1	158
binning_output.114	k141_5878417_1 # 3 # 443 # -1 # ID=1040_1	gnl|BL_ORD_ID|570	VFG050386(gb|WP_000355489.1) (pilT) type IV pilus twitching motility protein PilT [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU]	345	700.0	274.248	1.64847e-93	87%	95%	0%	1	147	1	147
binning_output.114	k141_4310428_1 # 1 # 300 # -1 # ID=1064_1	gnl|BL_ORD_ID|504	VFG038170(gb|WP_000209955) (AB57_RS00570) phosphomannomutase/phosphoglucomutase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii AB0057]	456	499.0	196.823	7.29575e-63	93%	96%	0%	1	100	1	100
binning_output.114	k141_476134_4 # 2733 # 3107 # 1 # ID=1134_4	gnl|BL_ORD_ID|570	VFG050386(gb|WP_000355489.1) (pilT) type IV pilus twitching motility protein PilT [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU]	345	588.0	231.106	5.79554e-77	85%	94%	0%	1	125	1	125
binning_output.114	k141_3794519_1 # 1 # 1254 # -1 # ID=1137_1	gnl|BL_ORD_ID|488	VFG038142(gb|WP_000045499) (pgi) glucose-6-phosphate isomerase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii 1656-2]	556	1915.0	742.265	0.0	83%	91%	0%	1	418	118	535
binning_output.114	k141_5020848_1 # 3 # 80 # -1 # ID=1156_1	gnl|BL_ORD_ID|606	VFG050488(gb|WP_001152269.1) (gspO/pilD) A24 family peptidase [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii BJAB0715]	286	92.0	40.0466	2.63285e-06	77%	81%	0%	1	26	1	26
binning_output.114	k141_132844_1 # 2 # 1018 # 1 # ID=1162_1	gnl|BL_ORD_ID|9149	VFG047266(gb|WP_013923613) (lpxA/glmU) UDP-N-acetylglucosamine pyrophosphorylase/glucosamine-1-phosphate N-acetyltransferase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella sp. TX077308]	451	924.0	360.533	8.63047e-123	55%	69%	1%	1	339	74	411
binning_output.114	k141_5375008_3 # 2117 # 2599 # 1 # ID=1174_3	gnl|BL_ORD_ID|498	VFG038159(gb|WP_001062904) (galE) UDP-glucose 4-epimerase GalE [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii MDR-ZJ06]	338	667.0	261.536	2.19461e-88	76%	89%	0%	1	161	1	161
binning_output.114	k141_6251707_1 # 3 # 656 # -1 # ID=1189_1	gnl|BL_ORD_ID|17692	VFG031722(gb|NP_215005) (regX3) two component sensory transduction protein RegX [RegX3 (VF0858) - Regulation (VFC0301)] [Mycobacterium tuberculosis H37Rv]	227	378.0	150.214	3.01775e-45	36%	61%	3%	1	218	1	221
binning_output.114	k141_3630669_8 # 4325 # 5068 # 1 # ID=1203_8	gnl|BL_ORD_ID|673	VFG050674(gb|WP_000505932.1) (pilJ) methyl-accepting chemotaxis protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii BJAB0715]	692	805.0	314.694	2.79085e-103	62%	80%	1%	1	248	13	260
binning_output.114	k141_4503968_6 # 3462 # 4343 # 1 # ID=1220_6	gnl|BL_ORD_ID|750	VFG050883(gb|WP_012297098.1) (gspL) general secretion pathway protein L [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii SDF]	380	868.0	338.961	4.65853e-116	55%	72%	1%	1	294	1	296
binning_output.114	k141_5032417_1 # 2 # 1096 # -1 # ID=1251_1	gnl|BL_ORD_ID|818	VFG051070(gb|WP_001066523.1) (tssC) type VI secretion system contractile sheath large subunit [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU]	493	1678.0	650.973	0.0	87%	93%	0%	1	365	1	365
binning_output.114	k141_2944831_1 # 1 # 132 # -1 # ID=1289_1	gnl|BL_ORD_ID|4677	VFG018004(gb|WP_002866152) (C8J_RS05590) FdtA/QdtA family cupin domain-containing protein [LOS (VF0326) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni 81116]	135	103.0	44.2838	1.0563e-07	41%	66%	0%	1	44	1	44
binning_output.114	k141_2597823_4 # 2481 # 3089 # 1 # ID=1327_4	gnl|BL_ORD_ID|707	VFG050776(gb|WP_020753341.1) (gspE2) putative secretion pathway ATPase [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii BJAB0715]	585	789.0	308.531	5.95592e-103	67%	87%	0%	1	203	1	203
binning_output.114	k141_6102544_1 # 1 # 1020 # -1 # ID=1351_1	gnl|BL_ORD_ID|21772	VFG042736(gb|NP_253152) (rpoN) RNA polymerase factor sigma-54 [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	497	584.0	229.565	1.25432e-71	39%	58%	11%	1	340	33	338
binning_output.114	k141_5749615_2 # 536 # 1069 # 1 # ID=1357_2	gnl|BL_ORD_ID|343	VFG037926(gb|WP_000935238) (ABBFA_RS17125) DegT/DnrJ/EryC1/StrS aminotransferase family protein [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii AB307-0294]	391	869.0	339.347	6.09491e-118	90%	97%	0%	1	178	1	178
binning_output.114	k141_3828873_2 # 726 # 1646 # 1 # ID=1380_2	gnl|BL_ORD_ID|21515	VFG019785(gb|WP_012613869) (asnB) asparagine synthase (glutamine-hydrolyzing) [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa LESB58]	627	316.0	126.331	2.09139e-32	29%	48%	17%	1	307	1	341
binning_output.114	k141_3132687_1 # 1 # 795 # -1 # ID=1383_1	gnl|BL_ORD_ID|695	VFG050731(gb|WP_020752740.1) (gspC) general secretion pathway protein C [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii BJAB0715]	278	758.0	296.59	2.84188e-101	56%	75%	4%	1	265	1	257
binning_output.114	k141_1744629_2 # 769 # 1032 # 1 # ID=1451_2	gnl|BL_ORD_ID|412	VFG038016(gb|WP_001083066) (ABBFA_RS17165) Vi polysaccharide biosynthesis UDP-N-acetylglucosaminuronic acid C-4 epimerase TviC [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii AB307-0294]	340	300.0	120.168	1.55864e-34	61%	74%	0%	1	88	1	88
binning_output.114	k141_5937106_2 # 1397 # 1912 # 1 # ID=1454_2	gnl|BL_ORD_ID|11378	VFG049158(gb|WP_001297937) (clbL) colibactin biosynthesis amidase ClbL [Colibactin (VF0573) - Exotoxin (VFC0235)] [Klebsiella pneumoniae subsp. pneumoniae 1084]	487	98.0	42.3578	5.18413e-05	32%	44%	7%	1	172	1	175
binning_output.263	k141_4205855_1 # 2 # 244 # -1 # ID=65_1	gnl|BL_ORD_ID|510	VFG038180(gb|WP_000777877) (ompA) outer membrane protein OmpA [OmpA (VF0464) - Immune modulation (VFC0258)] [Acinetobacter baumannii BJAB0715]	356	127.0	53.5286	5.67931e-10	44%	62%	4%	1	81	1	78
binning_output.263	k141_1242211_3 # 1182 # 1253 # 1 # ID=105_3	gnl|BL_ORD_ID|25826	VFG005772(gb|WP_000164166) (cylZ) 3R-hydroxymyristoyl ACP dehydratase CylZ [Beta-haemolysin/cytolysin (VF0279) - Exotoxin (VFC0235)] [Streptococcus agalactiae NEM316]	158	79.0	35.039	0.000129576	58%	83%	0%	1	24	1	24
binning_output.263	k141_1072688_2 # 266 # 1831 # 1 # ID=139_2	gnl|BL_ORD_ID|11363	VFG049136(gb|WP_014228207) (acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella oxytoca E718]	1048	1215.0	472.626	2.67895e-156	45%	66%	0%	1	522	1	521
binning_output.263	k141_2821344_2 # 1500 # 1631 # 1 # ID=142_2	gnl|BL_ORD_ID|4350	VFG011805(gb|WP_011732196) (CFF8240_RS06905) aspartate/glutamate racemase family protein [LOS (VF0326) - Immune modulation (VFC0258)] [Campylobacter fetus subsp. fetus 82-40]	229	139.0	58.151	1.6278e-12	57%	77%	0%	1	44	1	44
binning_output.263	k141_4062868_1 # 2 # 187 # -1 # ID=263_1	gnl|BL_ORD_ID|19313	VFG000179(gb|NP_251790) (xcpU) general secretion pathway protein H [Xcp secretion system (VF0084) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	172	86.0	37.7354	7.70326e-05	35%	59%	2%	1	62	1	63
binning_output.263	k141_2492895_1 # 2 # 1939 # 1 # ID=270_1	gnl|BL_ORD_ID|9380	VFG047710(gb|WP_014547360) (carB) carbamoyl phosphate synthase large subunit [Pyrimidine biosynthesis (VF0558) - Nutritional/Metabolic factor (VFC0272)] [Francisella cf. tularensis subsp. novicida 3523]	1094	1636.0	634.795	0.0	49%	67%	3%	1	646	64	732
binning_output.263	k141_2858977_3 # 1596 # 1760 # 1 # ID=380_3	gnl|BL_ORD_ID|550	VFG050321(gb|WP_002014066.1) (pilM) pilus assembly protein PilM [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii MDR-ZJ06]	352	72.0	32.3426	0.00731976	31%	55%	0%	1	55	1	55
binning_output.263	k141_4099843_3 # 1321 # 1404 # 1 # ID=486_3	gnl|BL_ORD_ID|19726	VFG014100(gb|NP_251848) (wbpB) UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate oxidase [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	316	128.0	53.9138	4.1713e-11	82%	93%	0%	1	28	1	28
binning_output.263	k141_3936292_1 # 1 # 126 # -1 # ID=560_1	gnl|BL_ORD_ID|4677	VFG018004(gb|WP_002866152) (C8J_RS05590) FdtA/QdtA family cupin domain-containing protein [LOS (VF0326) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni 81116]	135	103.0	44.2838	1.01101e-07	45%	76%	2%	1	42	2	42
binning_output.263	k141_1494496_2 # 848 # 1582 # 1 # ID=582_2	gnl|BL_ORD_ID|11414	VFG049197(gb|WP_032452026) (clpV) ATP-dependent chaperone ClpB [T6SS-II (VF0783) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. rhinoscleromatis SB3432]	857	509.0	200.675	2.75318e-59	43%	61%	1%	1	245	1	247
binning_output.263	k141_1326789_2 # 437 # 1156 # 1 # ID=602_2	gnl|BL_ORD_ID|1285	VFG038733(gb|WP_005353025) (flaA) flagellin [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas veronii B565]	286	680.0	266.544	1.00322e-89	57%	72%	4%	1	240	1	251
binning_output.263	k141_1500248_1 # 3 # 158 # -1 # ID=616_1	gnl|BL_ORD_ID|2330	VFG050201(gb|WP_000471738) (BCAH187_RS26530) polysaccharide biosynthesis protein [Polysaccharide capsule (VF0659) - Immune modulation (VFC0258)] [Bacillus cereus AH187]	345	230.0	93.2041	6.92124e-25	83%	92%	0%	1	52	1	52
binning_output.263	k141_3075350_1 # 767 # 1099 # 1 # ID=633_1	gnl|BL_ORD_ID|24358	VFG043568(gb|NP_460531) (nmpC) phosphoporin PhoE [OmpD (VF0969) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	362	400.0	158.688	9.84852e-49	69%	80%	1%	1	111	1	112
binning_output.263	k141_2379410_2 # 830 # 1048 # 1 # ID=641_2	gnl|BL_ORD_ID|8026	VFG035924(gb|WP_000593973) (aatC) ATP-binding protein AatC [Dispersin (VF0215) - Others (VFC0346)] [Escherichia coli O78:H11:K80 str. H10407]	208	129.0	54.299	1.40558e-10	36%	60%	5%	1	73	1	69
binning_output.263	k141_3091705_1 # 2 # 277 # -1 # ID=738_1	gnl|BL_ORD_ID|18323	VFG006334(gb|WP_002236579) (mynA/sacA) UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing) [Capsule (VF0079) - Immune modulation (VFC0258)] [Neisseria meningitidis Z2491]	372	314.0	125.561	2.72573e-36	67%	78%	0%	1	92	1	92
binning_output.263	k141_3798466_1 # 2 # 400 # -1 # ID=790_1	gnl|BL_ORD_ID|26849	VFG007647(gb|WP_000236728) (wbfU) sugar transferase [Capsular polysaccharide (VF0624) - Immune modulation (VFC0258)] [Vibrio cholerae O1 biovar El Tor str. N16961]	184	433.0	171.4	2.07947e-55	67%	83%	0%	1	133	1	133
binning_output.263	k141_1359176_1 # 1 # 234 # -1 # ID=804_1	gnl|BL_ORD_ID|15316	VFG023850(gb|WP_043955033) (ddrA) daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein [PDIM (VF0309) - Immune modulation (VFC0258)] [Mycobacterium indicus pranii MTCC 9506]	315	146.0	60.8474	1.10587e-12	37%	61%	1%	1	78	1	79
binning_output.263	k141_1363323_1 # 2 # 295 # -1 # ID=824_1	gnl|BL_ORD_ID|634	VFG050554(gb|WP_000149377.1) (pilX) hypothetical protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU]	272	70.0	31.5722	0.055857	38%	54%	16%	1	98	9	103
binning_output.263	k141_4862880_2 # 770 # 1300 # 1 # ID=888_2	gnl|BL_ORD_ID|27299	VFG002346(gb|WP_005160438) (flgG) flagellar basal-body rod protein FlgG [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]	260	507.0	199.904	7.19614e-65	55%	72%	1%	1	177	1	177
binning_output.004	k141_4056166_1 # 3 # 1079 # -1 # ID=27_1	gnl|BL_ORD_ID|9375	VFG047702(gb|WP_012280232) (carB) carbamoyl phosphate synthase large subunit [Pyrimidine biosynthesis (VF0558) - Nutritional/Metabolic factor (VFC0272)] [Francisella philomiragia subsp. philomiragia ATCC 25017]	1094	1418.0	550.821	0.0	72%	86%	0%	1	359	1	358
binning_output.004	k141_4988532_1 # 3 # 1130 # -1 # ID=53_1	gnl|BL_ORD_ID|17088	VFG030214(gb|WP_015303735) (mymA) NAD(P)/FAD-dependent oxidoreductase [MymA operon (VF0840) - Immune modulation (VFC0258)] [Mycobacterium canettii CIPT 140070008]	495	1117.0	434.876	1.05599e-150	53%	71%	1%	1	376	1	380
binning_output.247	k141_463287_3 # 1698 # 2051 # 1 # ID=135_3	gnl|BL_ORD_ID|17282	VFG030696(gb|WP_014711073) (sugC) sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC [Trehalose-recycling ABC transporter (VF0842) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium intracellulare str. MOTT36Y]	392	216.0	87.8113	1.39847e-21	42%	58%	3%	1	118	1	114
binning_output.247	k141_992028_1 # 1 # 1161 # -1 # ID=137_1	gnl|BL_ORD_ID|25744	VFG005580(gb|WP_000022813) (eno) phosphopyruvate hydratase [Streptococcal enolase (VF1060) - Exoenzyme (VFC0251)] [Streptococcus pneumoniae TIGR4]	434	1287.0	500.36	2.50097e-177	63%	76%	2%	1	387	1	394
binning_output.172	k141_1926012_1 # 1 # 483 # -1 # ID=22_1	gnl|BL_ORD_ID|19498	VFG013826(gb|WP_004656269) (pilF) type 4 fimbrial biogenesis protein PilF [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas syringae pv. phaseolicola 1448A]	252	448.0	177.178	1.99786e-56	55%	73%	1%	1	161	1	162
binning_output.172	k141_3151906_2 # 605 # 1231 # 1 # ID=33_2	gnl|BL_ORD_ID|1277	VFG038724(gb|WP_011898511) (ASA_RS06915) CobQ/CobB/MinD/ParA family protein [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas salmonicida subsp. salmonicida A449]	264	584.0	229.565	4.31547e-76	51%	74%	0%	1	209	1	208
binning_output.172	k141_1754842_4 # 2177 # 2437 # 1 # ID=35_4	gnl|BL_ORD_ID|19938	VFG014341(gb|WP_012019028) (fliS) flagellar protein FliS [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas mendocina ymp]	126	256.0	103.219	5.38754e-30	59%	75%	0%	1	87	1	87
binning_output.172	k141_1930066_1 # 3 # 416 # -1 # ID=36_1	gnl|BL_ORD_ID|25727	VFG005553(gb|WP_002263425) (tig/ropA) trigger factor [Trigger factor (VF1056) - Stress survival (VFC0282)] [Streptococcus mutans UA159]	427	111.0	47.3654	4.51293e-07	26%	49%	1%	1	138	1	140
binning_output.172	k141_6129701_3 # 1164 # 1376 # 1 # ID=64_3	gnl|BL_ORD_ID|6780	VFG001731(gb|WP_001223352) (iha) bifunctional siderophore receptor/adhesin Iha [C3610 (VF1157) - Adherence (VFC0001)] [Escherichia coli CFT073]	696	107.0	45.8246	2.12275e-07	36%	60%	7%	1	71	4	73
binning_output.172	k141_12308_1 # 3 # 1487 # -1 # ID=65_1	gnl|BL_ORD_ID|9712	VFG013250(gb|WP_005687513) (msbA) lipid transporter ATP-binding/permease [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae PittEE]	587	820.0	320.472	4.19677e-103	37%	59%	4%	1	495	1	487
binning_output.172	k141_364766_2 # 1742 # 1819 # 1 # ID=77_2	gnl|BL_ORD_ID|24800	VFG042160(gb|WP_164924716) (NGR_RS30120) type II and III secretion system protein family protein [T3SS1 (VF1300) - Effector delivery system (VFC0086)] [Sinorhizobium fredii NGR234]	475	48.0	23.0978	3.35214	42%	54%	0%	1	26	91	116
binning_output.172	k141_2288667_2 # 1075 # 2283 # 1 # ID=85_2	gnl|BL_ORD_ID|17753	VFG043448(gb|NP_216353) (glcB) malate synthase [Rv1837c (VF0864) - Adherence (VFC0001)] [Mycobacterium tuberculosis H37Rv]	741	1327.0	515.768	1.22605e-178	64%	75%	1%	1	403	1	405
binning_output.172	k141_724741_2 # 612 # 1058 # 1 # ID=132_2	gnl|BL_ORD_ID|20238	VFG014696(gb|WP_003095674) (motA) flagellar motor protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa UCBPP-PA14]	283	624.0	244.973	7.35679e-83	79%	88%	0%	1	149	1	149
binning_output.172	k141_203179_2 # 219 # 1169 # 1 # ID=147_2	gnl|BL_ORD_ID|9710	VFG013248(gb|WP_010868928) (msbA) lipid transporter ATP-binding/permease [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20]	587	388.0	154.066	2.50993e-42	29%	55%	6%	1	317	1	309
binning_output.172	k141_1606693_1 # 3 # 329 # -1 # ID=172_1	gnl|BL_ORD_ID|20185	VFG014640(gb|WP_003243225) (fliA) flagellar biosynthesis sigma factor FliA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas mendocina ymp]	248	457.0	180.644	1.01006e-58	76%	91%	0%	1	109	1	109
binning_output.172	k141_215359_1 # 1 # 2034 # 1 # ID=201_1	gnl|BL_ORD_ID|26783	VFG007561(gb|WP_011262350) (cheA) chemotaxis protein CheA [Flagella (VF0519) - Motility (VFC0204)] [Vibrio fischeri ES114]	735	1932.0	748.814	0.0	58%	70%	5%	1	678	50	734
binning_output.172	k141_1614440_1 # 1 # 759 # -1 # ID=211_1	gnl|BL_ORD_ID|25743	VFG005579(gb|WP_000022815) (eno) phosphopyruvate hydratase [Streptococcal enolase (VF1060) - Exoenzyme (VFC0251)] [Streptococcus pneumoniae D39]	434	725.0	283.878	2.17519e-94	56%	69%	2%	1	253	1	250
binning_output.172	k141_5811525_1 # 2 # 565 # -1 # ID=221_1	gnl|BL_ORD_ID|20575	VFG015091(gb|WP_003240627) (gacA) UvrY/SirA/GacA family response regulator transcription factor [GacS/GacA two-component system (VF0908) - Regulation (VFC0301)] [Pseudomonas mendocina ymp]	214	644.0	252.677	3.15507e-86	65%	82%	0%	1	188	20	207
binning_output.172	k141_3714574_2 # 864 # 1442 # 1 # ID=227_2	gnl|BL_ORD_ID|2267	VFG050113(gb|WP_000590108) (cesC) ABC transporter ATP-binding protein, CesC [Cereulide (VF0583) - Exotoxin (VFC0235)] [Bacillus cereus AH187]	291	350.0	139.428	9.67233e-41	38%	59%	4%	1	193	1	189
binning_output.172	k141_3190524_1 # 3 # 902 # -1 # ID=232_1	gnl|BL_ORD_ID|21771	VFG042735(gb|NP_250513) (fimL) hypothetical protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	562	890.0	347.436	7.85123e-117	60%	74%	1%	1	300	1	303
binning_output.172	k141_4066747_1 # 3 # 1112 # -1 # ID=248_1	gnl|BL_ORD_ID|20558	VFG015071(gb|WP_011268595) (gacS) response regulator [GacS/GacA two-component system (VF0908) - Regulation (VFC0301)] [Pseudomonas syringae pv. syringae B728a]	917	996.0	388.267	1.68673e-127	59%	73%	2%	1	370	1	369
binning_output.172	k141_5817012_2 # 911 # 2146 # 1 # ID=257_2	gnl|BL_ORD_ID|19880	VFG014279(gb|WP_012076722) (flgL) flagellar hook-associated protein 3 FlgL [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PA7]	433	516.0	203.371	2.98257e-61	33%	54%	7%	1	412	1	402
binning_output.172	k141_4070383_1 # 122 # 1054 # 1 # ID=269_1	gnl|BL_ORD_ID|21880	VFG044398(gb|AAF33139) (pdtorfO) putative acyl-CoA dehydrogenase [Pyridine-2,6-dithiocarboxylic acid (PDTC) (VF0938) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas stutzeri KC]	513	285.0	114.39	2.06096e-28	31%	49%	8%	1	311	133	423
binning_output.172	k141_4428671_1 # 1 # 852 # -1 # ID=318_1	gnl|BL_ORD_ID|19753	VFG014130(gb|WP_012075034) (PSPA7_RS30890) NAD-dependent epimerase/dehydratase family protein [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PA7]	373	613.0	240.736	7.71582e-78	41%	61%	0%	1	284	1	285
binning_output.172	k141_241822_1 # 3 # 452 # -1 # ID=342_1	gnl|BL_ORD_ID|8863	VFG046612(gb|WP_014548584) (rpe) ribulose-phosphate 3-epimerase  [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella cf. tularensis subsp. novicida 3523]	222	560.0	220.32	5.84198e-74	71%	79%	0%	1	150	1	150
binning_output.172	k141_4965260_2 # 660 # 1232 # 1 # ID=383_2	gnl|BL_ORD_ID|19255	VFG000119(gb|NP_253948) (algR) alginate biosynthesis regulatory protein AlgR [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	248	678.0	265.774	7.78782e-91	69%	82%	1%	1	191	1	192
binning_output.172	k141_4449330_1 # 3 # 245 # -1 # ID=436_1	gnl|BL_ORD_ID|26860	VFG007659(gb|WP_011261022) (rmlB) dTDP-glucose 4,6-dehydratase [Capsular polysaccharide (VF0624) - Immune modulation (VFC0258)] [Vibrio fischeri ES114]	364	296.0	118.627	4.16041e-34	65%	81%	0%	1	81	1	81
binning_output.172	k141_6028733_1 # 1 # 1962 # 1 # ID=440_1	gnl|BL_ORD_ID|21791	VFG043014(gb|NP_250149) (PA1458) two-component sensor [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	753	1666.0	646.351	0.0	54%	67%	7%	1	654	51	711
binning_output.172	k141_5333483_3 # 1110 # 1367 # 1 # ID=476_3	gnl|BL_ORD_ID|21793	VFG043016(gb|NP_250155) (PA1464) purine-binding chemotaxis protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	159	393.0	155.992	1.71519e-50	86%	91%	0%	1	86	1	86
binning_output.172	k141_3589050_1 # 2 # 1249 # 1 # ID=491_1	gnl|BL_ORD_ID|12313	VFG045730(gb|WP_003637017) (relA) GTP diphosphokinase [RelA (VF0260) - Regulation (VFC0301)] [Legionella longbeachae NSW150]	734	1130.0	439.884	7.11725e-149	51%	68%	0%	1	416	135	552
binning_output.172	k141_5341002_1 # 190 # 1392 # 1 # ID=509_1	gnl|BL_ORD_ID|1384	VFG038848(gb|WP_016350360) (flmD) FlmD protein [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]	498	567.0	223.016	8.30342e-68	37%	53%	9%	1	401	1	386
binning_output.172	k141_279399_3 # 1559 # 1651 # 1 # ID=538_3	gnl|BL_ORD_ID|21793	VFG043016(gb|NP_250155) (PA1464) purine-binding chemotaxis protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	159	129.0	54.299	1.04016e-11	71%	87%	0%	1	31	1	31
binning_output.172	k141_6220983_1 # 1 # 1260 # 1 # ID=542_1	gnl|BL_ORD_ID|17753	VFG043448(gb|NP_216353) (glcB) malate synthase [Rv1837c (VF0864) - Adherence (VFC0001)] [Mycobacterium tuberculosis H37Rv]	741	1436.0	557.755	0.0	67%	76%	1%	1	420	51	472
binning_output.172	k141_280927_2 # 400 # 1332 # 1 # ID=547_2	gnl|BL_ORD_ID|18951	VFG037125(gb|WP_015815391) (recN) DNA repair protein RecN [RecN (VF0457) - Stress survival (VFC0282)] [Neisseria meningitidis alpha14]	557	472.0	186.422	1.16151e-54	36%	54%	10%	1	311	1	339
binning_output.172	k141_5521898_1 # 3 # 1232 # -1 # ID=550_1	gnl|BL_ORD_ID|19813	VFG014198(gb|WP_012019040) (flgE) flagellar hook protein FlgE [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas mendocina ymp]	438	1174.0	456.833	1.27525e-159	56%	72%	4%	1	410	1	426
