Query_ID	CARD_Protein_Accession	CARD_Protein_Description	NCBI_Nucleotide_ID	CDS_Name	Locus_Tag	CDS_ID
k141_2255565_2 # 377 # 439 # 1 # ID=625847_2;partial=01;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.190	AET10445.1	gb|AET10445.1|tetB(46) [Streptococcus australis]	HQ652506.1	steB	NA	AET10445.1
k141_2701448_1 # 1 # 309 # 1 # ID=625918_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.485	AAG07064.1	gb|AAG07064.1|MexK [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA3676	AAG07064.1
k141_1004566_1 # 1 # 486 # 1 # ID=626328_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.412	ACJ41739.1	gb|ACJ41739.1|adeI [Acinetobacter baumannii AB0057]	CP001182.2	NA	AB57_3156	ACJ41739.1
k141_379662_1 # 1 # 63 # -1 # ID=626433_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=13bp;gc_cont=0.206	CAH14033.1	gb|CAH14033.1|LpeB [Legionella pneumophila str. Paris]	CR628336.1	NA	lpp2880	CAH14033.1
k141_1272706_1 # 3 # 314 # -1 # ID=626770_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.298	AAC76298.1	gb|AAC76298.1|AcrF [Escherichia coli str. K-12 substr. MG1655]	U00096.3	acrF	b3266	AAC76298.1
k141_289413_1 # 2 # 340 # 1 # ID=626781_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.507	AAG03548.1	gb|AAG03548.1|TriC [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA0158	AAG03548.1
k141_2791117_1 # 2 # 94 # -1 # ID=626857_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.505	AAC76298.1	gb|AAC76298.1|AcrF [Escherichia coli str. K-12 substr. MG1655]	U00096.3	acrF	b3266	AAC76298.1
k141_2255615_1 # 89 # 322 # 1 # ID=627188_1;partial=01;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.474	WP_323056190.1	gb|WP_323056190.1|VRA-F [Staphylococcus aureus]	NZ_JAYEPU010000001.1	vraF	U9J26_RS00155	WP_323056190.1
k141_1540440_1 # 2 # 568 # -1 # ID=627330_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.541	AAF40764.1	gb|AAF40764.1|farB [Neisseria meningitidis MC58]	AE002098.2	farB	NMB0319	AAF40764.1
k141_2523335_1 # 3 # 98 # -1 # ID=627359_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.573	AAA99504.1	gb|AAA99504.1|bcrA [Bacillus licheniformis]	L20573.1	bcrA	NA	AAA99504.1
k141_1987176_1 # 1 # 606 # -1 # ID=627403_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.452	ADO96486.1	gb|ADO96486.1|hmrM [Haemophilus influenzae R2846]	CP002276.1	hmrM	R2846_1088	ADO96486.1
k141_2969143_2 # 257 # 385 # 1 # ID=627405_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.519	AAC74000.1	gb|AAC74000.1|msbA [Escherichia coli str. K-12 substr. MG1655]	U00096.3	msbA	b0914	AAC74000.1
k141_1898274_1 # 2 # 493 # 1 # ID=627495_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.537	WP_104671188.1	gb|WP_104671188.1|efrA [Enterococcus faecalis]	NZ_PTWF01000025.1	efrA	CUM78_RS05955	WP_104671188.1
k141_737161_3 # 555 # 659 # 1 # ID=627863_3;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.610	CAJ77857.1	gb|CAJ77857.1|adeG [Acinetobacter baumannii AYE]	CT025800.2	NA	29_161	CAJ77857.1
k141_1629008_1 # 2 # 310 # -1 # ID=628415_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.469	AAC75137.1	gb|AAC75137.1|mdtC [Escherichia coli str. K-12 substr. MG1655]	U00096.3	mdtC	b2076	AAC75137.1
k141_1540503_1 # 2 # 283 # 1 # ID=628840_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.305	AAB58161.1	gb|AAB58161.1|ceoB [Burkholderia cepacia]	U97042.1	ceoB	NA	AAB58161.1
k141_1629033_1 # 2 # 208 # 1 # ID=628933_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.444	ADZ12699.1	gb|ADZ12699.1|RanA [Riemerella anatipestifer RA-GD]	CP002562.1	NA	RIA_1613	ADZ12699.1
k141_1540510_1 # 2 # 217 # 1 # ID=628939_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.282	AAL19305.1	gb|AAL19305.1|mdsB [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	AE006468.2	NA	STM0351	AAL19305.1
k141_2523419_1 # 2 # 67 # -1 # ID=629140_1;partial=10;start_type=ATG;rbs_motif=TATAA;rbs_spacer=12bp;gc_cont=0.273	BAA16547.1	gb|BAA16547.1|emrA [Escherichia coli str. K-12 substr. W3110]	AP009048.1	emrA	NA	BAA16547.1
k141_200920_1 # 1 # 309 # -1 # ID=629157_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.298	WP_323056190.1	gb|WP_323056190.1|VRA-F [Staphylococcus aureus]	NZ_JAYEPU010000001.1	vraF	U9J26_RS00155	WP_323056190.1
k141_1272821_1 # 1 # 378 # -1 # ID=629348_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.606	AAG03814.1	gb|AAG03814.1|MexA [Pseudomonas aeruginosa PAO1]	AE004091.2	mexA	PA0425	AAG03814.1
k141_1629038_1 # 2 # 211 # 1 # ID=629397_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.448	ADZ12699.1	gb|ADZ12699.1|RanA [Riemerella anatipestifer RA-GD]	CP002562.1	NA	RIA_1613	ADZ12699.1
k141_2879709_1 # 2 # 385 # 1 # ID=629544_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.495	ADZ12699.1	gb|ADZ12699.1|RanA [Riemerella anatipestifer RA-GD]	CP002562.1	NA	RIA_1613	ADZ12699.1
k141_737197_1 # 1 # 87 # -1 # ID=629667_1;partial=10;start_type=ATG;rbs_motif=AATAA;rbs_spacer=9bp;gc_cont=0.529	AAA99505.1	gb|AAA99505.1|bcrB [Bacillus licheniformis]	L20573.1	bcrB	NA	AAA99505.1
k141_469205_1 # 2 # 319 # 1 # ID=629824_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.550	ANZ79240.1	gb|ANZ79240.1|tetA(60) [uncultured bacterium]	KX000272.1	tetA(60)	NA	ANZ79240.1
k141_379778_2 # 326 # 445 # 1 # ID=630120_2;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.375	AAA99504.1	gb|AAA99504.1|bcrA [Bacillus licheniformis]	L20573.1	bcrA	NA	AAA99504.1
k141_1451807_2 # 114 # 638 # 1 # ID=630296_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.613	ADZ12699.1	gb|ADZ12699.1|RanA [Riemerella anatipestifer RA-GD]	CP002562.1	NA	RIA_1613	ADZ12699.1
k141_1987234_3 # 796 # 876 # 1 # ID=630328_3;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.370	AAG07594.1	gb|AAG07594.1|MexI [Pseudomonas aeruginosa PAO1]	AE004091.2	mexI	PA4207	AAG07594.1
k141_646348_1 # 2 # 415 # -1 # ID=630339_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.486	AIA35096.1	gb|AIA35096.1|LptD [Klebsiella pneumoniae subsp. pneumoniae KPNIH10]	CP007727.1	NA	KPNIH10_03875	AIA35096.1
k141_2879745_1 # 2 # 223 # 1 # ID=630351_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.622	VWQ04088.1	gb|VWQ04088.1|mlaF [Escherichia coli]	LR730402.1	mlaF	ECOLIKI683_04083	VWQ04088.1
k141_3058473_1 # 2 # 289 # 1 # ID=630682_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.243	AET10445.1	gb|AET10445.1|tetB(46) [Streptococcus australis]	HQ652506.1	steB	NA	AET10445.1
k141_2344492_1 # 2 # 127 # -1 # ID=630824_1;partial=10;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.754	AAG03548.1	gb|AAG03548.1|TriC [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA0158	AAG03548.1
k141_2612687_1 # 3 # 509 # -1 # ID=630848_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.462	AAG07064.1	gb|AAG07064.1|MexK [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA3676	AAG07064.1
k141_1629097_2 # 236 # 334 # 1 # ID=630915_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.606	AAX14802.1	gb|AAX14802.1|adeJ [Acinetobacter baumannii]	AY769962.1	adeJ	NA	AAX14802.1
k141_3058483_1 # 2 # 517 # -1 # ID=630946_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.393	AAB64408.1	gb|AAB64408.1|mreA [Streptococcus agalactiae]	U92073.1	mreA	NA	AAB64408.1
k141_379811_1 # 2 # 445 # -1 # ID=631107_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.282	AAG07763.1	gb|AAG07763.1|MexW [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA4375	AAG07763.1
k141_1898408_2 # 240 # 308 # 1 # ID=631144_2;partial=01;start_type=ATG;rbs_motif=AACAA;rbs_spacer=15bp;gc_cont=0.580	AAO82599.1	gb|AAO82599.1|Enterococcus faecalis liaR mutant conferring daptomycin resistance [Enterococcus faecalis V583]	AE016830.1	NA	EF_2911	AAO82599.1
k141_1183901_1 # 2 # 217 # 1 # ID=631368_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.657	NP_216393.1	gb|NP_216393.1|Rv1877 [Mycobacterium tuberculosis H37Rv]	NC_000962.3	NA	NA	NA
k141_1183911_1 # 3 # 323 # 1 # ID=631549_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.505	ADZ12700.1	gb|ADZ12700.1|RanB [Riemerella anatipestifer RA-GD]	CP002562.1	NA	RIA_1614	ADZ12700.1
k141_1540607_1 # 2 # 310 # -1 # ID=631990_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.518	AAG06465.1	gb|AAG06465.1|cprR [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA3077	AAG06465.1
k141_1629142_1 # 2 # 316 # -1 # ID=632173_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.460	AAG08162.1	gb|AAG08162.1|basR [Pseudomonas aeruginosa PAO1]	AE004091.2	pmrA	PA4776	AAG08162.1
k141_1183941_1 # 2 # 544 # -1 # ID=632209_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.394	APB03219.1	gb|APB03219.1|TaeA [Paenibacillus sp. LC231]	KX531049.1	taeA	NA	APB03219.1
k141_1629149_1 # 1 # 87 # -1 # ID=632336_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.207	BAE06008.1	gb|BAE06008.1|mexQ [Pseudomonas aeruginosa]	AB219524.1	mexQ	NA	BAE06008.1
k141_2701694_1 # 1 # 342 # -1 # ID=632366_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.330	AAP43109.1	gb|AAP43109.1|oqxA [Escherichia coli]	EU370913.1	oqxA	pOLA52_66	AAP43109.1
k141_1362110_1 # 2 # 82 # -1 # ID=632612_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.358	EOU56998.1	gb|EOU56998.1|Klebsiella pneumoniae KpnH [Escherichia coli KTE14]	KE136655.1	NA	NA	NA
k141_1272925_1 # 459 # 749 # 1 # ID=632717_1;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.619	QNR09091.1	gb|QNR09091.1|mef(F) [Macrococcus canis]	CP046364.1	mef(F)	GL258_12455	QNR09091.1
k141_2701716_2 # 222 # 308 # 1 # ID=632775_2;partial=01;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.655	BAC67143.1	gb|BAC67143.1|tet(B) [Gram-negative bacterium TC71]	AB089595.1	tetB	NA	BAC67143.1
k141_1272944_1 # 1 # 261 # -1 # ID=633072_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.571	WP_323056190.1	gb|WP_323056190.1|VRA-F [Staphylococcus aureus]	NZ_JAYEPU010000001.1	vraF	U9J26_RS00155	WP_323056190.1
k141_557827_2 # 445 # 513 # 1 # ID=633105_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.333	AAK76137.1	gb|AAK76137.1|patA [Streptococcus pneumoniae TIGR4]	AE005672.3	NA	SP_2075	AAK76137.1
k141_2076617_2 # 503 # 583 # 1 # ID=633155_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.691	AAG08162.1	gb|AAG08162.1|basR [Pseudomonas aeruginosa PAO1]	AE004091.2	pmrA	PA4776	AAG08162.1
k141_2523618_2 # 274 # 417 # 1 # ID=633436_2;partial=01;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.535	AAA99504.1	gb|AAA99504.1|bcrA [Bacillus licheniformis]	L20573.1	bcrA	NA	AAA99504.1
k141_469341_1 # 1 # 303 # -1 # ID=633607_1;partial=10;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.330	AAG06465.1	gb|AAG06465.1|cprR [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA3077	AAG06465.1
k141_3058589_1 # 1 # 738 # -1 # ID=633615_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.489	AAX14802.1	gb|AAX14802.1|adeJ [Acinetobacter baumannii]	AY769962.1	adeJ	NA	AAX14802.1
k141_2701765_1 # 460 # 546 # 1 # ID=633706_1;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.540	WP_323056190.1	gb|WP_323056190.1|VRA-F [Staphylococcus aureus]	NZ_JAYEPU010000001.1	vraF	U9J26_RS00155	WP_323056190.1
k141_2434117_1 # 2 # 202 # -1 # ID=633822_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.373	AAC73788.1	gb|AAC73788.1|kdpE [Escherichia coli str. K-12 substr. MG1655]	U00096.3	kdpE	b0694	AAC73788.1
k141_379890_1 # 1 # 81 # -1 # ID=633926_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.728	AAG03546.1	gb|AAG03546.1|TriA [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA0156	AAG03546.1
k141_2969450_1 # 3 # 374 # 1 # ID=634095_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.718	AEX49906.1	gb|AEX49906.1|basS [Pseudomonas aeruginosa]	JQ340365.1	pmrB	NA	AEX49906.1
k141_1809204_2 # 368 # 457 # 1 # ID=634183_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.311	AAV85982.1	gb|AAV85982.1|macB [Neisseria gonorrhoeae]	AY768532.1	macB	NA	AAV85982.1
k141_3148802_1 # 2 # 379 # 1 # ID=634451_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.508	AAG05914.1	gb|AAG05914.1|MuxC [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA2526	AAG05914.1
k141_2612770_2 # 315 # 383 # 1 # ID=634456_2;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=5bp;gc_cont=0.333	AMP42492.1	gb|AMP42492.1|tet(59) [uncultured bacterium IN-14]	KU736879.1	tet(59)	NA	AMP42492.1
k141_2701800_1 # 1 # 60 # -1 # ID=634607_1;partial=10;start_type=ATG;rbs_motif=TTATT;rbs_spacer=13bp;gc_cont=0.450	AAD51344.1	gb|AAD51344.1|smeA [Stenotrophomonas maltophilia]	AF173226.1	smeA	NA	AAD51344.1
k141_915493_1 # 3 # 821 # -1 # ID=634626_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.521	WP_104671188.1	gb|WP_104671188.1|efrA [Enterococcus faecalis]	NZ_PTWF01000025.1	efrA	CUM78_RS05955	WP_104671188.1
k141_2612781_1 # 2 # 73 # -1 # ID=634687_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.361	AAL19304.1	gb|AAL19304.1|mdsC [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	AE006468.2	NA	STM0350	AAL19304.1
k141_3148809_1 # 38 # 427 # 1 # ID=634764_1;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.341	ABS43151.1	gb|ABS43151.1|cmeB [Campylobacter jejuni subsp. doylei 269.97]	CP000768.1	cmeB	JJD26997_1591	ABS43151.1
k141_646567_1 # 2 # 409 # -1 # ID=635025_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.480	BAA11236.1	gb|BAA11236.1|emrK [Escherichia coli]	D78168.1	NA	NA	BAA11236.1
k141_289611_1 # 3 # 74 # -1 # ID=635272_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.514	AAA74437.1	gb|AAA74437.1|MexB [Pseudomonas aeruginosa]	L11616.1	mexB	NA	AAA74437.1
k141_379949_1 # 2 # 466 # -1 # ID=635489_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.359	AAV85982.1	gb|AAV85982.1|macB [Neisseria gonorrhoeae]	AY768532.1	macB	NA	AAV85982.1
k141_2076698_2 # 504 # 959 # 1 # ID=635671_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.689	APB03219.1	gb|APB03219.1|TaeA [Paenibacillus sp. LC231]	KX531049.1	taeA	NA	APB03219.1
k141_1094532_1 # 2 # 430 # -1 # ID=635679_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.671	CAJ77857.1	gb|CAJ77857.1|adeG [Acinetobacter baumannii AYE]	CT025800.2	NA	29_161	CAJ77857.1
k141_2701862_1 # 235 # 321 # 1 # ID=635911_1;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.529	CAE00499.1	gb|CAE00499.1|cdeA [Clostridioides difficile]	AJ574887.1	eA	NA	CAE00499.1
k141_646617_1 # 1 # 282 # -1 # ID=635996_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.223	BAE78083.1	gb|BAE78083.1|mdtO [Escherichia coli str. K-12 substr. W3110]	AP009048.1	yjcQ	NA	BAE78083.1
k141_1094548_1 # 2 # 316 # 1 # ID=636087_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.486	ACN32294.1	gb|ACN32294.1|TolC [Escherichia coli]	FJ768952.1	tolC	NA	ACN32294.1
k141_2166414_1 # 3 # 83 # -1 # ID=636237_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.432	AIA35096.1	gb|AIA35096.1|LptD [Klebsiella pneumoniae subsp. pneumoniae KPNIH10]	CP007727.1	NA	KPNIH10_03875	AIA35096.1
k141_1809285_1 # 3 # 296 # -1 # ID=636252_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.490	AAG07064.1	gb|AAG07064.1|MexK [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA3676	AAG07064.1
k141_826369_1 # 1 # 357 # 1 # ID=636318_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.703	AAG05913.1	gb|AAG05913.1|OpmB [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA2525	AAG05913.1
k141_2701892_2 # 297 # 362 # 1 # ID=636425_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.621	AAG05914.1	gb|AAG05914.1|MuxC [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA2526	AAG05914.1
k141_1719639_2 # 244 # 312 # 1 # ID=636465_2;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.522	AAK76136.1	gb|AAK76136.1|patB [Streptococcus pneumoniae TIGR4]	AE005672.3	NA	SP_2073	AAK76136.1
k141_1898621_1 # 3 # 209 # -1 # ID=636619_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.473	ABO11759.2	gb|ABO11759.2|Acinetobacter baumannii AbaF [Acinetobacter baumannii ATCC 17978]	CP000521.1	NA	A1S_1331	ABO11759.2
k141_201186_1 # 3 # 89 # -1 # ID=636681_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.172	AAV85982.1	gb|AAV85982.1|macB [Neisseria gonorrhoeae]	AY768532.1	macB	NA	AAV85982.1
k141_201187_2 # 609 # 734 # 1 # ID=636707_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.302	AAV85982.1	gb|AAV85982.1|macB [Neisseria gonorrhoeae]	AY768532.1	macB	NA	AAV85982.1
k141_1362288_1 # 3 # 464 # 1 # ID=636796_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.509	AAA99504.1	gb|AAA99504.1|bcrA [Bacillus licheniformis]	L20573.1	bcrA	NA	AAA99504.1
k141_1094595_1 # 1 # 324 # 1 # ID=637504_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.682	AAV85982.1	gb|AAV85982.1|macB [Neisseria gonorrhoeae]	AY768532.1	macB	NA	AAV85982.1
k141_1540787_1 # 41 # 490 # 1 # ID=637719_1;partial=01;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.444	WP_323056190.1	gb|WP_323056190.1|VRA-F [Staphylococcus aureus]	NZ_JAYEPU010000001.1	vraF	U9J26_RS00155	WP_323056190.1
k141_1362333_1 # 2 # 64 # -1 # ID=637851_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.619	AAF42063.1	gb|AAF42063.1|mtrC [Neisseria meningitidis MC58]	AE002098.2	mtrC	NMB1716	AAF42063.1
k141_1362337_1 # 1 # 282 # -1 # ID=637911_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.475	AMP42492.1	gb|AMP42492.1|tet(59) [uncultured bacterium IN-14]	KU736879.1	tet(59)	NA	AMP42492.1
k141_2076797_1 # 3 # 281 # 1 # ID=638372_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.441	CAC14595.1	gb|CAC14595.1|smeE [Stenotrophomonas maltophilia]	AJ252200.1	smeE	NA	CAC14595.1
k141_2166522_1 # 1 # 345 # 1 # ID=638380_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.301	AAC75136.1	gb|AAC75136.1|mdtB [Escherichia coli str. K-12 substr. MG1655]	U00096.3	mdtB	b2075	AAC75136.1
k141_1094639_1 # 2 # 268 # -1 # ID=638402_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.674	AAC60780.1	gb|AAC60780.1|rosB [Yersinia enterocolitica (type O:8)]	U46859.1	rosB	NA	AAC60780.1
k141_826460_1 # 3 # 416 # -1 # ID=638567_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.536	AYV52072.1	gb|AYV52072.1|lmrD [Lactococcus lactis]	CP033607.1	NA	EFV54_01690	AYV52072.1
k141_1898687_1 # 3 # 86 # -1 # ID=638595_1;partial=10;start_type=GTG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.536	AAG05916.1	gb|AAG05916.1|MuxA [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA2528	AAG05916.1
k141_201235_2 # 218 # 337 # 1 # ID=638834_2;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.242	AAK76137.1	gb|AAK76137.1|patA [Streptococcus pneumoniae TIGR4]	AE005672.3	NA	SP_2075	AAK76137.1
k141_1809386_1 # 114 # 317 # 1 # ID=638846_1;partial=01;start_type=ATG;rbs_motif=TTTTA;rbs_spacer=13bp;gc_cont=0.436	AFH35853.1	gb|AFH35853.1|Escherichia coli mdfA [Escherichia coli]	JQ394987.1	mdfA	NA	AFH35853.1
k141_2434315_1 # 2 # 133 # -1 # ID=638969_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.386	EGP45231.1	gb|EGP45231.1|AxyY [Achromobacter insuavis AXX-A]	GL982453.1	NA	NA	NA
k141_380108_1 # 1 # 348 # -1 # ID=639204_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.523	AAG07064.1	gb|AAG07064.1|MexK [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA3676	AAG07064.1
k141_2612942_1 # 3 # 302 # -1 # ID=639210_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.630	AAG05916.1	gb|AAG05916.1|MuxA [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA2528	AAG05916.1
k141_2791424_1 # 305 # 442 # 1 # ID=639270_1;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.283	WP_002381168.1	gb|WP_002381168.1|Enterococcus faecalis liaF mutant conferring daptomycin resistance [Enterococcus faecalis V583]	NZ_JBREAF010000014.1	liaF	ACU4ES_RS13375	WP_002381168.1
k141_1987608_1 # 1 # 282 # -1 # ID=639346_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.454	AAG07064.1	gb|AAG07064.1|MexK [Pseudomonas aeruginosa PAO1]	AE004091.2	NA	PA3676	AAG07064.1
k141_111182_2 # 249 # 311 # 1 # ID=639531_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.556	AAD04032.1	gb|AAD04032.1|otr(B) [Streptomyces rimosus]	AF079900.1	otrB	NA	AAD04032.1
