user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
binning_output.058	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_I;s__Bacteroides_I graminisolvens	GCF_000428125.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_I;s__Bacteroides_I graminisolvens	98.25	0.711	GCF_000428125.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_I;s__Bacteroides_I graminisolvens	98.25	0.711	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_I;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	18.73	11	N/A	N/A
binning_output.059	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.0%)
binning_output.060	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.3%)
binning_output.061	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__SGZJ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__SGZJ01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	24.45	11	0.94164	Genome has more than 24.2% of markers with multiple hits
binning_output.062	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__D2472;g__SCGC-AAA076-P13;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__D2472;g__SCGC-AAA076-P13;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	28.94	11	0.95178	N/A
binning_output.063	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__	N/A	N/A	N/A	N/A	N/A	GCF_028689755.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__Aquabacterium sp017989885	99.16	0.399	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_001770775.1, s__Aquabacterium sp001770775, 95.0, 96.5, 0.344; GCA_029268225.1, s__Aquabacterium sp029268225, 95.0, 93.62, 0.222; GCF_017994835.1, s__Aquabacterium sp017994835, 95.0, 93.58, 0.333; GCF_016195855.1, s__Aquabacterium sp016195855, 95.0, 90.12, 0.269; GCA_016000265.1, s__Aquabacterium sp016000265, 95.0, 90.07, 0.243; GCF_000768065.1, s__Aquabacterium sp000768065, 95.0, 90.05, 0.266; GCA_001770725.1, s__Aquabacterium sp001770725, 95.0, 89.97, 0.27; GCA_903871865.1, s__Aquabacterium sp903871865, 95.0, 89.73, 0.159; GCF_023266355.1, s__Aquabacterium sp903894125, 96.07, 89.66, 0.243; GCF_004362855.1, s__Aquabacterium commune, 95.0, 89.62, 0.264; GCA_022566735.1, s__Aquabacterium sp022566735, 95.0, 89.56, 0.196; GCF_001447195.1, s__Aquabacterium parvum, 95.0, 89.47, 0.236; GCF_004297345.1, s__Aquabacterium sp004297345, 95.0, 89.24, 0.252; GCA_005502875.1, s__Aquabacterium sp005502875, 95.0, 89.22, 0.237; GCF_947366995.1, s__Aquabacterium sp947366995, 95.0, 89.21, 0.239; GCF_913773725.1, s__Aquabacterium sp913773725, 95.0, 89.11, 0.219; GCF_003100395.1, s__Aquabacterium olei, 95.0, 89.1, 0.264; GCA_016185075.1, s__Aquabacterium sp016185075, 95.0, 88.93, 0.193; GCF_021768455.1, s__Aquabacterium sp021768455, 95.0, 88.62, 0.207; GCF_016234775.1, s__Aquabacterium sp016234775, 95.0, 88.45, 0.168; GCA_021819435.1, s__Aquabacterium sp021819435, 95.0, 88.21, 0.237; GCA_003963115.1, s__Aquabacterium sp003963115, 95.0, 88.21, 0.223; GCA_028864885.1, s__Aquabacterium sp028864885, 95.0, 87.79, 0.201; GCF_009909205.1, s__Aquabacterium fontiphilum, 95.0, 87.36, 0.224; GCA_002339015.1, s__Aquabacterium sp002339015, 95.0, 87.28, 0.227; GCA_019112875.1, s__Aquabacterium excrementipullorum, 95.0, 87.21, 0.208; GCF_003933735.1, s__Aquabacterium soli, 95.0, 86.8, 0.206; GCF_004310865.1, s__Aquabacterium lacunae, 95.0, 86.55, 0.162; GCA_947372535.1, s__Aquabacterium sp947372535, 95.0, 86.54, 0.206; GCF_918741295.1, s__Aquabacterium sp918741295, 95.0, 86.39, 0.157; GCF_029946005.1, s__Aquabacterium sp029946005, 95.0, 85.51, 0.191; GCF_030652515.1, s__Aquabacterium sp030652515, 95.0, 85.4, 0.171	10.39	11	1.0	Genome domain questionable ( 11.7% Bacterial, 5.7% Archaeal);Genome has more than 11.7% of markers with multiple hits
binning_output.064	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__HIMB59;f__HIMB59;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__HIMB59;f__HIMB59;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	22.36	11	0.76068	Genome has more than 16.7% of markers with multiple hits
binning_output.065	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Tolumonas;s__Tolumonas auensis	GCF_000023065.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Tolumonas;s__Tolumonas auensis	97.98	0.865	GCF_000023065.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Tolumonas;s__Tolumonas auensis	97.98	0.865	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Tolumonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_014202415.1, s__Tolumonas osonensis, 95.0, 86.45, 0.481; GCA_903931645.1, s__Tolumonas sp903931645, 95.0, 85.54, 0.176; GCA_937866945.1, s__Tolumonas sp937866945, 95.0, 84.81, 0.239; GCA_028683735.1, s__Tolumonas sp028683735, 95.0, 84.64, 0.23; GCF_000527035.1, s__Tolumonas lignilytica, 95.0, 83.65, 0.234; GCA_008015085.1, s__Tolumonas sp008015085, 95.0, 82.58, 0.188	74.64	11	N/A	N/A
binning_output.066	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__HIMB59;f__HIMB59;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__HIMB59;f__HIMB59;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	14.88	11	0.75009	N/A
binning_output.067	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__MED-G52;s__MED-G52 sp002682975	GCA_002682975.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__MED-G52;s__MED-G52 sp002682975	97.9	0.763	GCA_002682975.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__MED-G52;s__MED-G52 sp002682975	97.9	0.763	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__MED-G52;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002711145.1, s__MED-G52 sp002711145, 95.0, 94.62, 0.697; GCA_902554885.1, s__MED-G52 sp902554885, 95.0, 81.75, 0.209; GCA_902602765.1, s__MED-G52 sp902602765, 95.0, 81.73, 0.208; GCA_902635985.1, s__MED-G52 sp902635985, 95.0, 81.03, 0.196; GCA_902631295.1, s__MED-G52 sp902631295, 95.0, 80.83, 0.16	42.56	11	N/A	Genome has more than 38.3% of markers with multiple hits
binning_output.068	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.5%)
binning_output.069	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__MAG-120531 sp022239325	GCA_022239325.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__MAG-120531 sp022239325	98.02	0.692	GCA_022239325.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__MAG-120531 sp022239325	98.02	0.692	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018500075.2, s__MAG-120531 sp018500075, 95.0, 81.89, 0.175	46.43	11	N/A	Genome has more than 13.3% of markers with multiple hits
binning_output.070	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	11.2	11	0.98475	Genome domain questionable ( 13.3% Bacterial, 3.8% Archaeal)
binning_output.071	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.4%)
binning_output.072	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pararheinheimera;s__Pararheinheimera tangshanensis	GCF_014645135.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pararheinheimera;s__Pararheinheimera tangshanensis	97.46	0.777	GCF_014645135.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pararheinheimera;s__Pararheinheimera tangshanensis	97.46	0.777	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pararheinheimera;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003990335.1, s__Pararheinheimera mangrovi, 95.0, 89.57, 0.329; GCF_021290965.1, s__Pararheinheimera faecalis, 95.0, 89.04, 0.411; GCF_947090785.1, s__Pararheinheimera sp947090785, 95.0, 88.84, 0.385; GCF_000986865.1, s__Pararheinheimera mesophila, 95.0, 88.52, 0.334; GCA_018815765.1, s__Pararheinheimera sp018815765, 95.0, 88.35, 0.306; GCA_946482615.1, s__Pararheinheimera sp946482615, 95.0, 88.27, 0.34; GCF_021290985.1, s__Pararheinheimera soli, 95.0, 88.1, 0.296; GCF_029269265.1, s__Pararheinheimera sp029269265, 95.0, 87.78, 0.253; GCA_018825965.1, s__Pararheinheimera sp018825965, 95.0, 87.66, 0.223; GCF_000217935.1, s__Pararheinheimera sp000217935, 95.0, 87.63, 0.221; GCA_943913835.1, s__Pararheinheimera sp943913835, 95.0, 87.41, 0.193; GCF_004005375.1, s__Pararheinheimera sp004005375, 95.0, 87.05, 0.203; GCF_020217005.1, s__Pararheinheimera sp020217005, 95.0, 86.92, 0.199	27.23	11	N/A	Genome has more than 10.8% of markers with multiple hits
binning_output.073	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Thiopseudomonas;s__	N/A	N/A	N/A	N/A	N/A	GCF_008807395.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Thiopseudomonas;s__Thiopseudomonas sp002342705	85.13	0.397	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Thiopseudomonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000421765.1, s__Thiopseudomonas caeni, 95.0, 83.66, 0.223; GCA_012719655.1, s__Thiopseudomonas sp012719655, 95.0, 82.19, 0.162; GCF_905120345.1, s__Thiopseudomonas caeni_A, 95.0, 80.73, 0.156; GCA_001513025.1, s__Thiopseudomonas sp001513025, 95.0, 80.63, 0.15	61.09	11	0.98735	N/A
binning_output.074	d__Bacteria;p__Pseudomonadota;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in backbone tree	N/A	23.46	11	0.38089	Genome has more than 19.2% of markers with multiple hits
binning_output.075	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.2%)
binning_output.076	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__EhC02;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__EhC02;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_024304855.1, s__EhC02 sp024304855, 95.0, 82.39, 0.245; GCA_030758115.1, s__EhC02 sp030758115, 95.0, 82.07, 0.218; GCF_028802875.1, s__EhC02 sp024304985, 95.0, 82.02, 0.271; GCA_001650895.1, s__EhC02 sp001650895, 95.0, 81.29, 0.249; GCF_021021435.1, s__EhC02 sp021021435, 95.0, 81.29, 0.164	23.48	11	0.9884	N/A
binning_output.077	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__UBA10364;s__	N/A	N/A	N/A	N/A	N/A	GCA_949547975.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__UBA10364;s__UBA10364 sp949547975	85.65	0.206	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__UBA10364;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	44.17	11	0.99206	Genome has more than 17.5% of markers with multiple hits
binning_output.078	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	18.65	11	0.98409	N/A
binning_output.079	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA3478;s__	N/A	N/A	N/A	N/A	N/A	GCA_913060705.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA3478;s__UBA3478 sp913060705	94.48	0.568	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA3478;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_023264015.1, s__UBA3478 sp023264015, 95.0, 85.78, 0.36; GCA_023262185.1, s__UBA3478 sp023262185, 95.0, 85.43, 0.359	53.94	11	0.99814	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 11.7% of markers with multiple hits
binning_output.080	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__M30B80;s__M30B80 sp015693905	GCA_015693905.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__M30B80;s__M30B80 sp015693905	97.74	0.879	GCA_015693905.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__M30B80;s__M30B80 sp015693905	97.74	0.879	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__M30B80;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015689775.1, s__M30B80 sp015689775, 95.0, 92.73, 0.719; GCA_025751475.1, s__M30B80 sp025751475, 95.0, 85.41, 0.42; GCA_018401385.1, s__M30B80 sp018401385, 95.0, 83.0, 0.3	64.59	11	N/A	N/A
binning_output.081	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA7446;s__UBA7446 sp024639165	GCA_024639165.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA7446;s__UBA7446 sp024639165	97.68	0.618	GCA_024639165.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA7446;s__UBA7446 sp024639165	97.68	0.618	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA7446;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002862645.1, s__UBA7446 sp002862645, 95.0, 94.96, 0.569; GCA_029247985.1, s__UBA7446 sp029247985, 95.0, 91.5, 0.532; GCA_009886265.1, s__UBA7446 sp009886265, 95.0, 87.46, 0.375; GCA_002698745.1, s__UBA7446 sp002698745, 95.0, 86.81, 0.235; GCA_002862705.1, s__UBA7446 sp002862705, 95.0, 86.43, 0.3; GCA_002313325.1, s__UBA7446 sp002313325, 95.0, 85.08, 0.268	53.64	11	N/A	N/A
binning_output.082	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__EhC02;s__	N/A	N/A	N/A	N/A	N/A	GCF_028802875.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__EhC02;s__EhC02 sp024304985	86.85	0.34	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__EhC02;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_024304855.1, s__EhC02 sp024304855, 95.0, 87.71, 0.296; GCA_002282555.1, s__EhC02 sp002282555, 95.0, 86.67, 0.225; GCA_030758115.1, s__EhC02 sp030758115, 95.0, 85.4, 0.298; GCA_001650895.1, s__EhC02 sp001650895, 95.0, 85.02, 0.278; GCA_024636555.1, s__EhC02 sp024636555, 95.0, 82.36, 0.186; GCF_021021435.1, s__EhC02 sp021021435, 95.0, 81.4, 0.172	32.59	11	0.99491	Genome has more than 24.2% of markers with multiple hits
binning_output.083	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.3%)
binning_output.084	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Cloacibacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Cloacibacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_003860565.1, s__Cloacibacterium normanense, 95.05, 96.71, 0.418; GCF_907163105.1, s__Cloacibacterium caeni_A, 95.0, 96.66, 0.421; GCF_907163125.1, s__Cloacibacterium caeni_B, 95.0, 96.66, 0.419; GCF_002943105.1, s__Cloacibacterium sp002422665, 95.0, 96.32, 0.4; GCF_028864635.1, s__Cloacibacterium sp028864635, 95.0, 93.81, 0.33	30.69	11	0.99505	Genome has more than 21.7% of markers with multiple hits
binning_output.085	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudotabrizicola;s__	N/A	N/A	N/A	N/A	N/A	GCA_025458085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudotabrizicola;s__Pseudotabrizicola sp025458085	86.83	0.182	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudotabrizicola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	29.43	11	0.98493	N/A
binning_output.086	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017302615.1, s__Novosphingobium sp017302615, 95.0, 82.33, 0.184	69.02	11	0.98134	Genome has more than 16.7% of markers with multiple hits
binning_output.087	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__Aquabacterium sp017989885	GCF_028689755.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__Aquabacterium sp017989885	97.88	0.536	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_028689755.1, s__Aquabacterium sp017989885, 95.0, 97.88, 0.536; GCA_001770775.1, s__Aquabacterium sp001770775, 95.0, 92.17, 0.436; GCF_017994835.1, s__Aquabacterium sp017994835, 95.0, 89.49, 0.357; GCA_029268225.1, s__Aquabacterium sp029268225, 95.0, 88.23, 0.306	20.91	11	N/A	Genome has more than 30.0% of markers with multiple hits
binning_output.088	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Gemmobacter_B;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Gemmobacter_B;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	19.42	11	0.98418	N/A
binning_output.089	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_021774155.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas sp021774155	88.68	0.343	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_021774265.1, s__Nitrosomonas sp021774265, 95.0, 87.59, 0.337	58.27	11	0.97923	Genome has more than 10.0% of markers with multiple hits
binning_output.090	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp947503855	GCF_947503855.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp947503855	98.77	0.834	GCF_947503855.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp947503855	98.77	0.834	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_009832745.1, s__Polaribacter septentrionalilitoris, 95.0, 83.31, 0.209; GCF_005885675.1, s__Polaribacter aestuariivivens, 95.0, 81.96, 0.188; GCF_947495205.1, s__Polaribacter sp947495205, 95.0, 81.9, 0.181; GCF_014352875.1, s__Polaribacter pectinis, 95.0, 81.45, 0.158; GCF_002005425.1, s__Polaribacter sp002005425, 95.0, 81.38, 0.166; GCF_014784055.1, s__Polaribacter haliotis, 95.0, 81.29, 0.161; GCF_002831685.1, s__Polaribacter sp002831685, 95.0, 80.78, 0.153	65.16	11	N/A	N/A
binning_output.091	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Nereida;s__Nereida sp024640765	GCA_024640765.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Nereida;s__Nereida sp024640765	98.16	0.63	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Nereida;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCA_024640765.1, s__Nereida sp024640765, 95.0, 98.16, 0.63; GCF_001049735.1, s__Nereida ignava, 95.0, 96.31, 0.694	11.2	11	N/A	N/A
binning_output.092	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microcella;s__	N/A	N/A	N/A	N/A	N/A	GCA_020216895.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microcella;s__Microcella sp020216895	95.2	0.425	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microcella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_014200395.1, s__Microcella frigidaquae, 95.0, 93.81, 0.333; GCA_027490915.1, s__Microcella sp027490915, 95.0, 90.44, 0.231	24.41	11	0.99807	N/A
