Query_ID	CARD_Protein_Accession	CARD_Protein_Description	NCBI_Nucleotide_ID	CDS_Name	Locus_Tag	CDS_ID
k141_5637305_1 # 3 # 74 # -1 # ID=1127901_1;partial=10;start_type=ATG;rbs_motif=TAAA;rbs_spacer=11bp;gc_cont=0.444	KAB0300971.1	gb|KAB0300971.1|GMA-2 [Vibrio fortis]	VXDD01000003.1	bla	F2Z80_17965	KAB0300971.1
k141_4062628_1 # 3 # 77 # -1 # ID=1128309_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.560	APB03218.1	gb|APB03218.1|BahA [Paenibacillus sp. LC231]	KX531048.1	bahA	NA	APB03218.1
k141_45323_2 # 263 # 400 # 1 # ID=1128692_2;partial=01;start_type=ATG;rbs_motif=TAAA;rbs_spacer=7bp;gc_cont=0.326	QKT21444.1	gb|QKT21444.1|AAC(3)-IIg [Enterobacter cloacae]	MT090547.1	aac(3)-IIg	NA	QKT21444.1
k141_6161839_1 # 3 # 284 # -1 # ID=1130821_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.663	QXW20276.1	gb|QXW20276.1|CAE-1 [Comamonas aquatica]	CP079746.1	bla	KXJ72_16960	QXW20276.1
k141_4763814_1 # 1 # 360 # -1 # ID=1131038_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.700	WP_063859757.1	gb|WP_063859757.1|CMY-122 [Citrobacter]	NZ_CP045837.1	NA	NA	NA
k141_2142833_2 # 268 # 360 # 1 # ID=1133124_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.527	APE19944.1	gb|APE19944.1|Streptomyces venezuelae rox [Streptomyces venezuelae]	CP018074.1	NA	vnz_02285	APE19944.1
k141_5288964_1 # 2 # 211 # 1 # ID=1133592_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.643	CAA38525.1	gb|CAA38525.1|AAC(3)-IIc [Escherichia coli]	X54723.1	aacC2 gene	NA	CAA38525.1
k141_2142872_2 # 421 # 513 # 1 # ID=1133790_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.527	APE19944.1	gb|APE19944.1|Streptomyces venezuelae rox [Streptomyces venezuelae]	CP018074.1	NA	vnz_02285	APE19944.1
k141_4412648_1 # 277 # 378 # 1 # ID=1134246_1;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.382	WP_063610930.1	gb|WP_063610930.1|EC-15 [Escherichia coli]	NZ_JBBBTH010000010.1	ampC	ACPS41_RS16420	WP_063610930.1
k141_3363080_1 # 2 # 100 # -1 # ID=1134926_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.354	MDQ7216156.1	gb|MDQ7216156.1|CMH-25 [Enterobacter cloacae]	NA	NA	NA	NA
k141_1792368_1 # 1 # 69 # -1 # ID=1135527_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.493	WP_128268261.1	gb|WP_128268261.1|OXA-762 [Acinetobacter baumannii]	NZ_JARVYQ010000004.1	NA	QDR59_RS10275	WP_128268261.1
k141_45628_1 # 2 # 250 # 1 # ID=1135583_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.643	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_1269109_1 # 2 # 202 # -1 # ID=1136575_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.234	ADA13241.1	gb|ADA13241.1|IND-10 [Chryseobacterium indologenes]	GU206353.1	blaIND-10	NA	ADA13241.1
k141_4412751_1 # 1 # 339 # 1 # ID=1136777_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.655	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_2317105_1 # 2 # 82 # -1 # ID=1137165_1;partial=10;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.481	UHO07591.1	gb|UHO07591.1|ADC-264 [Acinetobacter calcoaceticus]	OL901280.1	blaADC	NA	UHO07591.1
k141_3889273_2 # 488 # 559 # 1 # ID=1137860_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.625	WP_080897395.1	gb|WP_080897395.1|OKP-D-1 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NZ_JBQKMN010000014.1	NA	NA	NA
k141_4764091_1 # 181 # 303 # 1 # ID=1138471_1;partial=01;start_type=ATG;rbs_motif=AAAAAA;rbs_spacer=11bp;gc_cont=0.390	AAF86691.1	gb|AAF86691.1|ACC-2 [Hafnia alvei]	AF180952.1	acc-2	NA	AAF86691.1
k141_4412833_1 # 3 # 116 # -1 # ID=1138908_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.237	UTS94248.1	gb|UTS94248.1|OXA-1139 [Acinetobacter baumannii]	ON651495.1	blaOXA	NA	UTS94248.1
k141_3889372_1 # 1 # 81 # -1 # ID=1139871_1;partial=10;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.593	MXJ81313.1	gb|MXJ81313.1|OXY-1-16 [Klebsiella michiganensis]	NA	NA	NA	NA
k141_569164_2 # 480 # 728 # 1 # ID=1139985_2;partial=01;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.514	AAO38247.1	gb|AAO38247.1|EreA [Escherichia coli]	AY183453.1	ereA	NA	AAO38247.1
k141_569189_1 # 1 # 147 # -1 # ID=1140580_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.456	AJP77076.1	gb|AJP77076.1|PEDO-3 [Pedobacter sp. Stok-3]	KP109679.1	blaPEDO-3	NA	AJP77076.1
k141_4764181_1 # 2 # 229 # -1 # ID=1140583_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.671	AAK84316.1	gb|AAK84316.1|vatD [Enterococcus faecium]	AF368302.1	vatD	NA	AAK84316.1
k141_1617512_1 # 2 # 208 # 1 # ID=1140735_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.502	QUF57747.1	gb|QUF57747.1|SFDC-1 [Serratia fonticola]	MW896115.1	blaSFDC	NA	QUF57747.1
k141_4938033_1 # 113 # 244 # 1 # ID=1140890_1;partial=01;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=12bp;gc_cont=0.462	WP_099156056.1	gb|WP_099156056.1|ACT-54 [Enterobacter cloacae complex]	NZ_JBGOBB010000003.1	NA	ACDY87_RS15415	WP_099156056.1
k141_394103_2 # 192 # 326 # 1 # ID=1141357_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.607	WP_150378267.1	gb|WP_150378267.1|tet(X5) [Acinetobacter pittii]	NZ_CP183892.1	NA	ACLKM6_RS14325	WP_150378267.1
k141_3189393_1 # 2 # 154 # -1 # ID=1141598_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.438	ENU21024.1	gb|ENU21024.1|OXA-296 [Acinetobacter bohemicus ANC 3994]	KB849175.1	NA	F994_00492	ENU21024.1
k141_1269305_1 # 132 # 263 # 1 # ID=1141860_1;partial=01;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.515	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_220325_1 # 2 # 280 # 1 # ID=1142437_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.538	ACS44715.1	gb|ACS44715.1|AAC(6')-Ib3 [Acinetobacter baumannii]	FJ854362.1	aac(6')-Ib	NA	ACS44715.1
k141_5113431_1 # 1 # 69 # -1 # ID=1142793_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.710	ADQ43421.1	gb|ADQ43421.1|APH(3')-IIc [Stenotrophomonas maltophilia]	HQ424460.1	aph(3')-IIc	NA	ADQ43421.1
k141_3015293_1 # 1 # 135 # -1 # ID=1144067_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.578	BAN78519.1	gb|BAN78519.1|AAC(6')-I-48 [Pseudomonas aeruginosa]	AB472901.2	aac(6')	NA	BAN78519.1
k141_3541239_1 # 3 # 236 # -1 # ID=1148814_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.248	ACI28880.1	gb|ACI28880.1|AAC(6')-Iai [Pseudomonas aeruginosa]	EU886977.1	aac(6')-Iai	NA	ACI28880.1
k141_1617858_1 # 2 # 283 # 1 # ID=1149117_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.489	AAB36568.1	gb|AAB36568.1|cmlv [Streptomyces venezuelae ATCC 10712]	U09991.1	cmlv	NA	AAB36568.1
k141_5463650_3 # 715 # 780 # 1 # ID=1149498_3;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.288	WP_063864216.1	gb|WP_063864216.1|OXA-518 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NZ_JAPZIP010000002.1	NA	O8I66_RS02775	WP_063864216.1
k141_4063512_2 # 1740 # 1835 # 1 # ID=1149865_2;partial=01;start_type=ATG;rbs_motif=AATAA;rbs_spacer=7bp;gc_cont=0.469	WP_114272532.1	gb|WP_114272532.1|OXA-727 [Acinetobacter]	NG_061621.1	blaOXA	A7J11_05851	WP_114272532.1
k141_3015554_1 # 3 # 83 # -1 # ID=1150029_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.333	ULU82669.1	gb|ULU82669.1|KPC-116 [Klebsiella pneumoniae]	OM729575.1	blaKPC	NA	ULU82669.1
k141_394461_1 # 2 # 226 # 1 # ID=1150751_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.356	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_569601_1 # 1 # 324 # -1 # ID=1150906_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.469	WP_140423314.1	gb|WP_140423314.1|OXA-645 [Acinetobacter johnsonii]	NG_065431.1	blaOXA	A7J11_06264	WP_140423314.1
k141_569621_1 # 11 # 241 # 1 # ID=1151264_1;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.463	BEK62627.1	gb|BEK62627.1|OXA-1208 [Acinetobacter sp.]	LC771429.1	blaOXA	NA	BEK62627.1
k141_2667153_2 # 208 # 282 # 1 # ID=1151357_2;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.653	WP_064483990.1	gb|WP_064483990.1|OXA-496 [Acinetobacter lwoffii]	NG_050781.1	blaOXA	A7J11_03704	WP_064483990.1
k141_5289687_2 # 411 # 500 # 1 # ID=1151700_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.322	ALC79265.1	gb|ALC79265.1|OXY-7-1 [Klebsiella oxytoca]	KT001254.1	blaOXY	NA	ALC79265.1
k141_4587920_1 # 3 # 89 # -1 # ID=1152008_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.391	APB03221.1	gb|APB03221.1|AAC(2')-IIb [Paenibacillus sp. LC231]	KX531051.1	aac(2')-IIb	NA	APB03221.1
k141_1093726_2 # 612 # 710 # 1 # ID=1152370_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=3-4bp;gc_cont=0.253	UZX27393.1	gb|UZX27393.1|BMHC-1 [Riemerella anatipestifer]	CP110126.1	bla	OIS45_08475	UZX27393.1
k141_5113810_1 # 1 # 81 # -1 # ID=1152397_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.346	AFI72872.1	gb|AFI72872.1|CARB-14 [Acinetobacter baumannii]	JQ364968.1	blaRTG-5	NA	AFI72872.1
k141_745549_1 # 3 # 449 # -1 # ID=1155383_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.443	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_2143664_1 # 3 # 236 # 1 # ID=1156212_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.286	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_4240551_1 # 86 # 352 # 1 # ID=1156715_1;partial=01;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=12bp;gc_cont=0.431	AHA11126.1	gb|AHA11126.1|OXA-363 [Acinetobacter lwoffii]	KF460533.1	blaOXA-363	NA	AHA11126.1
k141_5989264_1 # 1 # 204 # -1 # ID=1157144_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.412	AIA08936.1	gb|AIA08936.1|rphA [Streptomyces sp. WAC4747]	KJ151292.1	NA	NA	AIA08936.1
k141_4063838_2 # 506 # 580 # 1 # ID=1158030_2;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.480	QRM14288.1	gb|QRM14288.1|KPC-83 [Aeromonas caviae]	MW581775.1	blaKPC	NA	QRM14288.1
k141_4938635_1 # 2 # 766 # -1 # ID=1158262_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.468	CAK95243.1	gb|CAK95243.1|ADC-18 [Acinetobacter pittii]	AM283523.1	adc-18	NA	CAK95243.1
k141_745677_1 # 3 # 92 # -1 # ID=1158427_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.389	EJN1410585.1	gb|EJN1410585.1|OXA-1239 [Pseudomonas aeruginosa]	NA	NA	NA	NA
k141_1618287_1 # 2 # 211 # -1 # ID=1158692_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.567	CAL25116.3	gb|CAL25116.3|ADC-8 [Acinetobacter baylyi ADP1]	AM293332.3	adc-8	NA	CAL25116.3
k141_2841713_1 # 238 # 369 # 1 # ID=1159632_1;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=3bp;gc_cont=0.394	ALF06101.1	gb|ALF06101.1|CBP-1 [Clostridium botulinum]	KP718480.1	blaCBP	NA	ALF06101.1
k141_4588258_1 # 2 # 202 # 1 # ID=1160082_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.408	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_3364090_1 # 2 # 454 # -1 # ID=1160963_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.638	APB03222.1	gb|APB03222.1|rphB [Paenibacillus sp. LC231]	KX531052.1	rphB	NA	APB03222.1
k141_919541_1 # 3 # 305 # -1 # ID=1162691_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.462	AAB36568.1	gb|AAB36568.1|cmlv [Streptomyces venezuelae ATCC 10712]	U09991.1	cmlv	NA	AAB36568.1
k141_4588368_2 # 218 # 286 # 1 # ID=1163013_2;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=4bp;gc_cont=0.406	WP_063865207.1	gb|WP_063865207.1|CfiA9 [Bacteroides fragilis]	NZ_JAGJHF010000004.1	NA	J8L07_RS13500	WP_063865207.1
k141_1793519_1 # 1 # 264 # -1 # ID=1163332_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.670	CAA37605.1	gb|CAA37605.1|APH(3'')-Ia [Streptomyces griseus]	X53527.1	NA	NA	CAA37605.1
k141_1968875_2 # 359 # 433 # 1 # ID=1164581_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.520	WP_064808881.1	gb|WP_064808881.1|OXA-573 [Ralstonia insidiosa]	NZ_CP192491.1	NA	NA	NA
k141_5638701_2 # 342 # 488 # 1 # ID=1164896_2;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.299	CBZ41939.1	gb|CBZ41939.1|mecC-type BlaZ [Staphylococcus aureus]	FR823292.1	blaZ	NA	CBZ41939.1
k141_4413935_1 # 2 # 97 # -1 # ID=1165988_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.354	WP_128268284.1	gb|WP_128268284.1|RSD2-1 [uncultured bacterium]	NG_063892.1	blaRSD2	A7J11_06041	WP_128268284.1
k141_2318213_1 # 3 # 74 # -1 # ID=1166329_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.708	WP_032696109.1	gb|WP_032696109.1|PLA-3 [Raoultella planticola]	NZ_JAQNEL010000001.1	NA	POW16_RS00655	WP_032696109.1
k141_4064272_1 # 512 # 718 # 1 # ID=1166764_1;partial=01;start_type=ATG;rbs_motif=TTATAA;rbs_spacer=13bp;gc_cont=0.372	QTV22830.1	gb|QTV22830.1|PRC-1 [Pseudomonas wenzhouensis]	MW854031.1	blaPRC	NA	QTV22830.1
k141_3364341_1 # 3 # 122 # -1 # ID=1166835_1;partial=10;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.658	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_5114385_1 # 1 # 84 # -1 # ID=1167400_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.405	AEM97673.1	gb|AEM97673.1|CMY-61 [Escherichia coli]	JF460795.1	blaCMY-61	NA	AEM97673.1
k141_4938916_1 # 1 # 207 # 1 # ID=1167473_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.319	UOF88498.1	gb|UOF88498.1|OXA-1108 [Aliarcobacter butzleri]	OM617734.1	blaOXA	NA	UOF88498.1
k141_2842032_2 # 297 # 374 # 1 # ID=1167803_2;partial=01;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.462	QAT79363.1	gb|QAT79363.1|CHM-1 [Chryseobacterium sp.]	MK401906.1	bla	NA	QAT79363.1
k141_1969021_1 # 2 # 139 # -1 # ID=1167919_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.297	AIT76109.1	gb|AIT76109.1|DHA-22 [Escherichia coli]	KM087856.1	blaDHA-22	NA	AIT76109.1
k141_5464393_1 # 113 # 421 # 1 # ID=1168394_1;partial=01;start_type=ATG;rbs_motif=TAA;rbs_spacer=6bp;gc_cont=0.301	AAA87229.1	gb|AAA87229.1|AAC(6')-Ik [Acinetobacter sp. CIP-A165]	L29510.1	aac(6')-Ik	NA	AAA87229.1
k141_3364412_2 # 215 # 292 # 1 # ID=1168581_2;partial=01;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.269	ACH58997.1	gb|ACH58997.1|LRA-18 [uncultured bacterium BLR18]	EU408355.1	blaLRA-18	AKSOIL_0010	ACH58997.1
k141_3364487_1 # 3 # 308 # 1 # ID=1170323_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.369	APB03222.1	gb|APB03222.1|rphB [Paenibacillus sp. LC231]	KX531052.1	rphB	NA	APB03222.1
k141_1270411_1 # 2 # 202 # 1 # ID=1170489_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.254	AAA25680.1	gb|AAA25680.1|AAC(6')-IIb [Pseudomonas fluorescens]	L06163.1	aac(6')-IIb	NA	AAA25680.1
k141_1793833_2 # 383 # 454 # 1 # ID=1170864_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.556	APB03218.1	gb|APB03218.1|BahA [Paenibacillus sp. LC231]	KX531048.1	bahA	NA	APB03218.1
k141_1094434_1 # 225 # 350 # 1 # ID=1171001_1;partial=01;start_type=ATG;rbs_motif=AATAA;rbs_spacer=10bp;gc_cont=0.460	XHO32901.1	gb|XHO32901.1|OXA-1305 [Klebsiella pneumoniae]	PQ394558.1	blaOXA	NA	XHO32901.1
k141_6163393_1 # 3 # 77 # -1 # ID=1171065_1;partial=10;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.240	UXD71803.1	gb|UXD71803.1|EstT [Sphingobacterium faecium]	CP094932.1	estT	MUK51_21335	UXD71803.1
k141_1793855_2 # 319 # 390 # 1 # ID=1171398_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.556	APB03218.1	gb|APB03218.1|BahA [Paenibacillus sp. LC231]	KX531048.1	bahA	NA	APB03218.1
k141_1793864_1 # 2 # 64 # -1 # ID=1171582_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.540	WP_032877719.1	gb|WP_032877719.1|OXA-293 [Acinetobacter sp. ANC 3929]	NZ_JAKZGK010000006.1	NA	MMP59_RS07255	WP_032877719.1
k141_4939089_1 # 1 # 315 # -1 # ID=1173213_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.641	APB03222.1	gb|APB03222.1|rphB [Paenibacillus sp. LC231]	KX531052.1	rphB	NA	APB03222.1
k141_570563_2 # 350 # 439 # 1 # ID=1173286_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.600	ANQ03635.1	gb|ANQ03635.1|FosA7.5 [Escherichia coli]	CP015912.1	NA	A9C00_17260	ANQ03635.1
k141_4414193_1 # 1 # 96 # -1 # ID=1173572_1;partial=10;start_type=ATG;rbs_motif=TATAA;rbs_spacer=3bp;gc_cont=0.354	CCP44842.1	gb|CCP44842.1|blaC [Mycobacterium tuberculosis H37Rv]	AL123456.3	blaC	Rv2068c	CCP44842.1
k141_1969228_1 # 86 # 352 # 1 # ID=1174454_1;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.341	WP_052788887.1	gb|WP_052788887.1|OXA-581 [Campylobacter jejuni]	NG_057517.1	blaOXA	A7J11_05518	WP_052788887.1
k141_3190721_1 # 83 # 199 # 1 # ID=1176549_1;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.504	QIM09823.1	gb|QIM09823.1|tet(X6) [Proteus genomosp. 6]	MN507533.1	tet(X)	NA	QIM09823.1
k141_1270584_1 # 236 # 442 # 1 # ID=1176585_1;partial=01;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.705	ABW05394.1	gb|ABW05394.1|TRU-1 [Aeromonas enteropelogenes]	EU046614.1	ampC	NA	ABW05394.1
k141_5114712_1 # 2 # 103 # -1 # ID=1177042_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.598	ABR10839.1	gb|ABR10839.1|AAC(6')-32 [Pseudomonas aeruginosa]	EF614235.1	aac(6')-32	NA	ABR10839.1
k141_3364756_1 # 1 # 99 # -1 # ID=1177755_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.465	WP_087587939.1	gb|WP_087587939.1|OXA-548 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NG_054953.1	blaOXA	A7J11_05042	WP_087587939.1
k141_2318727_2 # 413 # 547 # 1 # ID=1178217_2;partial=01;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.674	CAD08929.1	gb|CAD08929.1|CTX-M-21 [Escherichia coli]	AJ416346.1	blaCTX-M-21	NA	CAD08929.1
k141_2318750_1 # 2 # 397 # -1 # ID=1178710_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.290	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_2493191_2 # 173 # 310 # 1 # ID=1180887_2;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.239	WP_020848173.1	gb|WP_020848173.1|OXA-491 [Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance]	NZ_JBFCOE010000015.1	NA	AB0W19_RS10245	WP_020848173.1
k141_6163854_1 # 2 # 394 # 1 # ID=1181984_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.601	AIA08936.1	gb|AIA08936.1|rphA [Streptomyces sp. WAC4747]	KJ151292.1	NA	NA	AIA08936.1
k141_3016847_1 # 2 # 388 # -1 # ID=1182223_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.685	AIA08936.1	gb|AIA08936.1|rphA [Streptomyces sp. WAC4747]	KJ151292.1	NA	NA	AIA08936.1
k141_1969554_2 # 172 # 237 # 1 # ID=1182356_2;partial=01;start_type=GTG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.242	WP_123865086.1	gb|WP_123865086.1|CIM-1 [Chryseobacterium indologenes]	NZ_CP187257.1	NA	NA	NA
k141_3190917_1 # 2 # 526 # 1 # ID=1182360_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.379	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_1794313_1 # 3 # 71 # -1 # ID=1183895_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.638	BAJ05825.1	gb|BAJ05825.1|IND-7 [Chryseobacterium indologenes]	AB529520.1	blaIND-7	NA	BAJ05825.1
k141_3191077_1 # 2 # 571 # 1 # ID=1185756_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.300	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
k141_4414666_2 # 138 # 209 # 1 # ID=1186501_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.333	ACT97415.1	gb|ACT97415.1|CblA-1 [mixed culture bacterium AX_gF3SD01_15]	GQ343019.1	NA	NA	ACT97415.1
k141_47702_1 # 1 # 123 # -1 # ID=1186553_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.626	UZQ18800.1	gb|UZQ18800.1|OXA-1173 [Pseudomonas aeruginosa]	OP806900.1	blaOXA	NA	UZQ18800.1
k141_746887_1 # 1 # 897 # 1 # ID=1187139_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.282	AEO25219.1	gb|AEO25219.1|lin [Listeria monocytogenes FSL R2-561]	CP002003.1	NA	LMKG_02372	AEO25219.1
